                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.4389,                 1.7463,                 2.0891,                0.91301,                0.94881,                0.98739,                0.69498,                 1.1639,                 1.8506,                 1.8537,             0.00085843,             0.00085843,             0.00085843
                    145,                 1.5541,                 1.8698,                  2.171,                0.93471,                0.94451,                0.99042,                0.76628,                0.95338,                  1.559,                 1.7156,             0.00085744,             0.00085744,             0.00085744
                    146,                 1.2728,                 1.5632,                 1.9976,                0.92925,                0.94618,                  0.995,                 0.7355,                 1.0258,                 1.5564,                 1.7824,             0.00085645,             0.00085645,             0.00085645
                    147,                 1.3671,                 1.6808,                 2.0533,                0.90765,                0.97934,                  0.995,                0.68799,                 1.1468,                 1.2798,                 1.8743,             0.00085546,             0.00085546,             0.00085546
                    148,                 1.3643,                 1.6207,                 2.0462,                0.97008,                0.95904,                  0.995,                0.70674,                 1.0754,                 1.1183,                 1.8192,             0.00085447,             0.00085447,             0.00085447
                    149,                 1.3299,                 1.6992,                 2.0195,                0.95252,                0.97699,                  0.995,                0.75653,                0.96515,                 1.1263,                 1.7607,             0.00085348,             0.00085348,             0.00085348
                    150,                 1.3811,                 1.7164,                   2.06,                0.92003,                0.98338,                0.99133,                0.72443,                 1.0413,                 1.2358,                 1.8441,             0.00085249,             0.00085249,             0.00085249
                    151,                 1.2223,                 1.4212,                  1.973,                0.88986,                 0.9254,                0.98833,                0.65619,                  1.189,                 1.5699,                 1.9814,              0.0008515,              0.0008515,              0.0008515
                    152,                 1.4153,                 1.6488,                 2.0128,                0.84084,                0.84912,                0.96849,                0.64368,                 1.1937,                 1.8554,                 2.0458,             0.00085051,             0.00085051,             0.00085051
                    153,                 1.4182,                 1.7261,                 2.0598,                0.69502,                0.80175,                0.87657,                0.60706,                 1.1588,                  2.224,                 2.0522,             0.00084952,             0.00084952,             0.00084952
                    154,                  1.362,                  1.716,                 1.9556,                0.77221,                0.90158,                0.97053,                0.67087,                 1.1632,                 1.5729,                 1.9556,             0.00084853,             0.00084853,             0.00084853
                    155,                 1.2356,                 1.4845,                 1.8866,                0.87556,                0.82934,                0.97781,                0.71681,                 1.0644,                 1.3392,                 1.8356,             0.00084754,             0.00084754,             0.00084754
                    156,                 1.2068,                 1.4384,                 1.8833,                0.88772,                   0.92,                0.98864,                0.78039,                0.93607,                 1.1497,                   1.76,             0.00084655,             0.00084655,             0.00084655
                    157,                 1.3187,                 1.4773,                 1.8729,                 0.9012,                0.93381,                0.98481,                0.77395,                0.92655,                 1.0836,                 1.7392,             0.00084556,             0.00084556,             0.00084556
                    158,                 1.1457,                 1.3876,                 1.8256,                0.89438,                 0.9294,                0.97998,                0.78863,                0.90845,                 1.0893,                 1.7245,             0.00084457,             0.00084457,             0.00084457
                    159,                 1.2726,                 1.4896,                 1.9461,                0.87071,                0.96733,                0.98129,                0.78982,                0.86152,                 1.0788,                 1.6868,             0.00084358,             0.00084358,             0.00084358
                    160,                 1.2628,                 1.4069,                 1.8905,                0.93294,                0.96566,                0.99165,                0.78877,                0.87872,                 0.9897,                 1.7083,             0.00084259,             0.00084259,             0.00084259
                    161,                 1.2008,                 1.3812,                 1.9254,                0.96999,                0.96412,                  0.995,                0.78877,                0.91013,                0.96993,                 1.7441,              0.0008416,              0.0008416,              0.0008416
                    162,                 1.2404,                 1.5551,                 1.9518,                  0.961,                0.96895,                0.99348,                0.78955,                0.91296,                0.98503,                 1.7296,             0.00084061,             0.00084061,             0.00084061
                    163,                 1.3448,                 1.5733,                 1.9048,                0.94132,                      1,                0.99056,                 0.7728,                0.91033,                0.97382,                 1.7096,             0.00083962,             0.00083962,             0.00083962
                    164,                 1.2589,                 1.4683,                 1.9678,                0.91353,                0.99087,                0.98894,                0.76599,                0.88033,                 1.1158,                 1.6937,             0.00083863,             0.00083863,             0.00083863
                    165,                 1.4161,                 1.6263,                 2.0258,                0.85745,                0.97065,                0.97349,                0.72009,                 1.0458,                 1.2122,                 1.8011,             0.00083764,             0.00083764,             0.00083764
                    166,                 1.2423,                 1.4146,                 1.9408,                0.83267,                0.91425,                0.96307,                0.73178,                0.99496,                 1.2781,                 1.7496,             0.00083665,             0.00083665,             0.00083665
                    167,                 1.1673,                 1.4165,                  1.874,                0.80859,                0.89981,                 0.9603,                0.75783,                0.90187,                 1.3368,                 1.6945,             0.00083566,             0.00083566,             0.00083566
                    168,                 1.1847,                  1.328,                 1.8537,                0.80695,                0.94538,                0.98052,                0.76649,                0.89494,                 1.2376,                 1.6923,             0.00083467,             0.00083467,             0.00083467
                    169,                 1.2097,                 1.3598,                 1.9266,                0.94235,                0.97492,                  0.995,                0.73462,                0.98505,                 1.1303,                 1.7239,             0.00083368,             0.00083368,             0.00083368
                    170,                 1.2057,                  1.393,                 1.8434,                0.91716,                0.97044,                  0.995,                0.75748,                0.89758,                  1.141,                 1.6691,             0.00083269,             0.00083269,             0.00083269
                    171,                  1.167,                 1.4021,                 1.8296,                0.95018,                0.99891,                  0.995,                0.74605,                0.96907,                 1.1038,                 1.7211,              0.0008317,              0.0008317,              0.0008317
                    172,                 1.1311,                 1.3531,                 1.8513,                0.95478,                0.98895,                  0.995,                0.68978,                 1.1386,                  1.091,                 1.9101,             0.00083071,             0.00083071,             0.00083071
                    173,                 1.1666,                    1.3,                 1.8508,                0.93966,                0.97086,                  0.995,                0.71918,                 1.0737,                 1.0882,                 1.8524,             0.00082972,             0.00082972,             0.00082972
                    174,                 1.2662,                 1.3967,                 1.9566,                0.95606,                0.99455,                  0.995,                0.75141,                0.99218,                 1.0233,                 1.7641,             0.00082873,             0.00082873,             0.00082873
                    175,                 1.2428,                 1.3285,                 1.8859,                0.97748,                0.98444,                  0.995,                0.76823,                 0.8938,                0.93406,                 1.6934,             0.00082774,             0.00082774,             0.00082774
                    176,                 1.2113,                  1.281,                 1.9063,                0.95345,                0.99546,                  0.995,                0.75324,                 0.9903,                 1.0067,                 1.7829,             0.00082675,             0.00082675,             0.00082675
                    177,                 1.2687,                 1.3737,                 1.8993,                0.95474,                0.94113,                  0.995,                0.70425,                 1.1148,                 1.1371,                 1.8996,             0.00082576,             0.00082576,             0.00082576
                    178,                 1.2843,                 1.4071,                 1.9599,                0.93964,                0.94705,                0.99317,                0.74906,                0.95982,                  1.096,                 1.7345,             0.00082477,             0.00082477,             0.00082477
                    179,                 1.1538,                 1.2919,                 1.8575,                 0.9238,                0.95633,                0.99167,                0.75972,                0.92427,                 1.0428,                 1.7042,             0.00082378,             0.00082378,             0.00082378
                    180,                 1.2085,                 1.4145,                 1.8887,                 0.9153,                0.95455,                0.99167,                0.75646,                 0.9347,                0.99224,                 1.7097,             0.00082279,             0.00082279,             0.00082279
                    181,                 1.3004,                 1.3663,                 1.8795,                0.96537,                0.95645,                0.99348,                0.76892,                0.90466,                 0.9151,                 1.6824,              0.0008218,              0.0008218,              0.0008218
                    182,                 1.1943,                 1.3774,                 1.8434,                0.95435,                0.99821,                0.99348,                0.67398,                 1.2177,                0.97195,                 1.9617,             0.00082081,             0.00082081,             0.00082081
                    183,                 1.2572,                 1.3606,                 1.9138,                0.93391,                 0.9294,                  0.995,                0.67215,                 1.2556,                 1.1091,                 2.0446,             0.00081982,             0.00081982,             0.00081982
                    184,                 1.2391,                 1.3231,                  1.888,                0.84521,                0.84991,                0.93761,                0.66851,                 1.1951,                 1.7583,                 1.9999,             0.00081883,             0.00081883,             0.00081883
                    185,                  1.307,                 1.3154,                 1.8367,                0.78818,                0.83786,                0.91872,                0.67316,                 1.0723,                  1.816,                 1.8821,             0.00081784,             0.00081784,             0.00081784
                    186,                  1.258,                 1.3447,                 1.8888,                0.83205,                0.89244,                0.99197,                0.72474,                 1.0052,                 1.2911,                 1.7689,             0.00081685,             0.00081685,             0.00081685
                    187,                  1.239,                 1.4378,                 1.8999,                0.95391,                0.98333,                0.99348,                0.75192,                0.94043,                 1.0814,                 1.6664,             0.00081586,             0.00081586,             0.00081586
                    188,                 1.2211,                 1.3071,                 1.8487,                 0.9707,                0.98958,                  0.995,                0.81194,                0.77536,                 1.0734,                 1.5426,             0.00081487,             0.00081487,             0.00081487
                    189,                 1.1258,                 1.2314,                 1.7444,                0.96929,                0.98869,                  0.995,                0.79347,                0.86066,                 1.0137,                 1.6152,             0.00081388,             0.00081388,             0.00081388
                    190,                 1.2338,                 1.2342,                 1.8025,                 0.9685,                0.98879,                  0.995,                 0.7675,                0.97077,                0.84709,                 1.7194,             0.00081289,             0.00081289,             0.00081289
                    191,                  1.282,                 1.4082,                 1.9359,                0.92227,                0.97892,                  0.995,                0.76467,                0.94119,                0.91351,                 1.7139,              0.0008119,              0.0008119,              0.0008119
                    192,                 1.2233,                 1.3092,                 1.8446,                0.85383,                0.89989,                  0.995,                0.75953,                0.98776,                 1.1525,                 1.7479,             0.00081091,             0.00081091,             0.00081091
                    193,                 1.2805,                 1.3901,                 1.8215,                0.84124,                0.96192,                  0.995,                0.77603,                0.91053,                 1.1102,                 1.7172,             0.00080992,             0.00080992,             0.00080992
                    194,                 1.2288,                 1.4187,                 1.8458,                0.95031,                0.91055,                  0.995,                0.80352,                0.83846,                0.96583,                 1.6865,             0.00080893,             0.00080893,             0.00080893
                    195,                 1.1675,                 1.3021,                 1.8175,                0.93062,                0.86046,                0.95904,                0.73545,                0.99599,                 1.1466,                 1.7977,             0.00080794,             0.00080794,             0.00080794
                    196,                 1.2146,                 1.2347,                 1.8246,                0.76658,                0.81677,                0.83254,                0.60629,                 1.1366,                 1.5557,                 1.9129,             0.00080695,             0.00080695,             0.00080695
                    197,                 1.2098,                  1.413,                 1.8969,                0.85891,                0.79489,                0.93802,                 0.7315,                0.93042,                 1.2423,                 1.7321,             0.00080596,             0.00080596,             0.00080596
                    198,                 1.1942,                 1.3178,                 1.8613,                0.81694,                0.86471,                0.97266,                0.76889,                0.84724,                 1.1957,                 1.6278,             0.00080497,             0.00080497,             0.00080497
                    199,                 1.2366,                   1.42,                 1.8943,                0.75886,                0.90801,                0.96337,                0.72685,                 0.9196,                 1.1393,                  1.646,             0.00080398,             0.00080398,             0.00080398
                    200,                 1.1794,                 1.4513,                  1.905,                0.78665,                0.86311,                0.94557,                 0.7148,                 0.9583,                 1.3932,                 1.6925,             0.00080299,             0.00080299,             0.00080299
                    201,                 1.1609,                 1.3001,                 1.8089,                0.62312,                 0.6269,                 0.8457,                0.59737,                 1.1412,                 2.5552,                 1.9611,               0.000802,               0.000802,               0.000802
                    202,                 1.0557,                 1.1939,                 1.7459,                0.90627,                0.22422,                0.50032,                0.32278,                 1.3799,                  3.419,                 2.2077,             0.00080101,             0.00080101,             0.00080101
                    203,                 1.2325,                 1.3026,                  1.958,                0.91432,                0.41486,                0.55348,                0.36444,                 1.4008,                 3.0484,                  2.225,             0.00080002,             0.00080002,             0.00080002
                    204,                  1.225,                 1.3804,                 1.9064,                 0.7482,                0.87488,                0.90043,                0.65158,                 1.1314,                 1.5407,                 1.8781,             0.00079903,             0.00079903,             0.00079903
                    205,                 1.2081,                 1.3713,                  1.874,                0.95324,                0.99699,                  0.995,                0.76129,                 1.0064,                0.88751,                 1.7127,             0.00079804,             0.00079804,             0.00079804
                    206,                 1.0803,                 1.2279,                 1.7352,                0.96927,                0.99328,                  0.995,                0.74935,                 1.0148,                0.87195,                 1.7001,             0.00079705,             0.00079705,             0.00079705
                    207,                 1.1417,                 1.2027,                  1.767,                0.95963,                0.98523,                  0.995,                0.78938,                0.83666,                0.79599,                 1.5885,             0.00079606,             0.00079606,             0.00079606
                    208,                 1.1504,                 1.3242,                 1.7628,                0.96736,                0.98536,                  0.995,                0.80396,                0.73637,                0.74852,                  1.555,             0.00079507,             0.00079507,             0.00079507
                    209,                 1.1494,                 1.2938,                 1.8083,                0.97364,                0.99491,                  0.995,                0.80405,                0.78605,                 0.7681,                 1.5811,             0.00079408,             0.00079408,             0.00079408
                    210,                 1.1164,                 1.1542,                 1.7996,                0.97781,                0.99758,                  0.995,                0.82482,                0.74556,                0.78072,                 1.5345,             0.00079309,             0.00079309,             0.00079309
                    211,                 1.0892,                 1.1077,                 1.7241,                0.97613,                0.99488,                  0.995,                0.83722,                0.73957,                0.83107,                   1.54,              0.0007921,              0.0007921,              0.0007921
                    212,                 1.1377,                 1.2108,                 1.7713,                0.98297,                      1,                  0.995,                0.81956,                0.78871,                  0.812,                 1.5692,             0.00079111,             0.00079111,             0.00079111
                    213,                 1.0835,                 1.2228,                  1.772,                0.97485,                      1,                  0.995,                0.81903,                0.78583,                 0.8112,                 1.5794,             0.00079012,             0.00079012,             0.00079012
                    214,                 1.0676,                 1.1902,                 1.6695,                0.97912,                      1,                  0.995,                0.80552,                0.78748,                0.80025,                 1.5964,             0.00078913,             0.00078913,             0.00078913
                    215,                  1.143,                  1.236,                 1.8137,                0.97282,                      1,                  0.995,                0.82687,                0.75788,                0.75242,                 1.5798,             0.00078814,             0.00078814,             0.00078814
                    216,                 1.0878,                 1.0826,                 1.7531,                0.94091,                      1,                  0.995,                0.80211,                0.84645,                0.82301,                 1.6136,             0.00078715,             0.00078715,             0.00078715
                    217,                 1.1009,                 1.2081,                 1.7743,                0.91888,                      1,                  0.995,                0.76514,                0.91215,                0.87643,                 1.6433,             0.00078616,             0.00078616,             0.00078616
                    218,                 1.0171,                 1.1598,                 1.6957,                0.93351,                      1,                  0.995,                0.77798,                0.90315,                0.87692,                 1.6421,             0.00078517,             0.00078517,             0.00078517
                    219,                 1.1152,                 1.0777,                 1.7268,                0.95999,                0.98851,                  0.995,                0.80791,                0.80833,                0.84275,                 1.5885,             0.00078418,             0.00078418,             0.00078418
                    220,                 1.1132,                 1.1996,                 1.7716,                0.97677,                0.98514,                  0.995,                0.82388,                0.79812,                0.85521,                 1.5894,             0.00078319,             0.00078319,             0.00078319
                    221,                 1.1184,                 1.2121,                 1.7047,                 0.9774,                 0.9918,                  0.995,                0.80207,                 0.8337,                 0.8217,                 1.6165,              0.0007822,              0.0007822,              0.0007822
                    222,                 1.3667,                 1.3084,                 1.9256,                0.97843,                0.99372,                  0.995,                 0.8185,                0.77935,                0.77429,                 1.5421,             0.00078121,             0.00078121,             0.00078121
                    223,                  1.109,                  1.203,                 1.7676,                 0.9522,                0.99874,                  0.995,                0.82943,                0.73962,                0.78008,                 1.4872,             0.00078022,             0.00078022,             0.00078022
                    224,                 1.1725,                   1.13,                 1.8154,                0.96776,                0.99876,                  0.995,                0.81186,                0.79132,                0.79149,                 1.5178,             0.00077923,             0.00077923,             0.00077923
                    225,                 1.1899,                 1.2148,                 1.8333,                0.96553,                 0.9916,                  0.995,                0.82592,                0.76442,                0.76279,                 1.5096,             0.00077824,             0.00077824,             0.00077824
                    226,                 1.0481,                 1.1228,                 1.7175,                0.98738,                0.98609,                  0.995,                0.83397,                0.73293,                0.71283,                 1.4946,             0.00077725,             0.00077725,             0.00077725
                    227,                 1.0676,                 1.1142,                 1.7154,                0.96541,                      1,                  0.995,                0.81936,                 0.7737,                 0.7731,                 1.5443,             0.00077626,             0.00077626,             0.00077626
                    228,                 1.1195,                 1.1375,                  1.804,                0.96689,                0.98581,                  0.995,                0.79736,                0.80973,                0.78258,                 1.5586,             0.00077527,             0.00077527,             0.00077527
                    229,                 1.0904,                 1.2027,                 1.7227,                 0.9757,                0.99768,                  0.995,                  0.819,                0.76532,                0.74076,                 1.5093,             0.00077428,             0.00077428,             0.00077428
                    230,                 1.0734,                 1.2207,                  1.696,                0.99004,                      1,                  0.995,                0.82182,                0.73174,                0.83711,                 1.4716,             0.00077329,             0.00077329,             0.00077329
                    231,                 1.0155,                 1.1162,                 1.6655,                0.98608,                      1,                  0.995,                0.82474,                0.74467,                0.99971,                 1.4844,              0.0007723,              0.0007723,              0.0007723
                    232,                 1.0514,                 1.1017,                 1.7247,                 0.9801,                      1,                  0.995,                0.81474,                 0.7823,                 1.0369,                 1.5105,             0.00077131,             0.00077131,             0.00077131
                    233,                 1.2054,                 1.2594,                 1.7336,                0.97066,                      1,                  0.995,                0.79036,                0.86228,                0.93961,                 1.5846,             0.00077032,             0.00077032,             0.00077032
                    234,                 1.1402,                  1.258,                  1.755,                0.94973,                0.99414,                  0.995,                0.78857,                0.89208,                 0.8669,                   1.64,             0.00076933,             0.00076933,             0.00076933
                    235,                  1.111,                  1.154,                  1.718,                0.96035,                      1,                  0.995,                0.78025,                0.94672,                0.84817,                 1.6924,             0.00076834,             0.00076834,             0.00076834
                    236,                 1.1675,                 1.2372,                 1.7942,                0.93551,                0.99884,                  0.995,                0.80892,                0.79733,                0.89452,                 1.5414,             0.00076735,             0.00076735,             0.00076735
                    237,                 1.0695,                  1.134,                 1.7054,                0.91338,                0.97979,                  0.995,                0.82505,                0.74543,                 1.0093,                  1.477,             0.00076636,             0.00076636,             0.00076636
                    238,                 1.0351,                 1.0828,                 1.6549,                0.94286,                0.99288,                  0.995,                 0.8077,                0.79699,                 1.0129,                 1.4869,             0.00076537,             0.00076537,             0.00076537
                    239,                 1.0241,                 1.0621,                 1.6555,                 0.9729,                0.98974,                  0.995,                 0.8213,                0.75439,                0.89634,                 1.4576,             0.00076438,             0.00076438,             0.00076438
                    240,                 1.0542,                  1.081,                 1.7016,                0.96934,                0.98585,                  0.995,                0.79508,                0.85491,                0.77901,                 1.5564,             0.00076339,             0.00076339,             0.00076339
                    241,                  1.017,                 1.0607,                 1.6399,                0.97671,                0.98355,                  0.995,                0.75286,                0.99331,                0.74913,                  1.704,              0.0007624,              0.0007624,              0.0007624
                    242,                 1.1561,                 1.2086,                 1.7398,                0.98122,                0.97489,                0.99348,                0.76538,                0.95172,                0.76462,                 1.6422,             0.00076141,             0.00076141,             0.00076141
                    243,                 1.0394,                 1.0345,                 1.6473,                0.98048,                0.99791,                  0.995,                0.80501,                0.80889,                0.71743,                 1.5171,             0.00076042,             0.00076042,             0.00076042
                    244,                0.98285,                  1.023,                  1.595,                0.98457,                      1,                  0.995,                0.84362,                0.67763,                0.69662,                 1.4207,             0.00075943,             0.00075943,             0.00075943
                    245,                0.96665,                 1.0652,                 1.6306,                0.98946,                      1,                  0.995,                0.84095,                0.68495,                0.75867,                  1.411,             0.00075844,             0.00075844,             0.00075844
                    246,                0.99454,                 1.0365,                 1.6455,                0.95708,                0.98515,                  0.995,                0.83695,                0.69778,                0.81441,                 1.4177,             0.00075745,             0.00075745,             0.00075745
                    247,                 1.0125,                 1.0813,                 1.6566,                0.89513,                0.92229,                0.98539,                0.81569,                 0.7256,                0.92467,                  1.459,             0.00075646,             0.00075646,             0.00075646
                    248,                 0.9528,                0.91711,                 1.6136,                 0.9429,                0.84456,                0.98436,                0.80861,                0.76831,                0.99809,                 1.5063,             0.00075547,             0.00075547,             0.00075547
                    249,                0.99634,                 1.0681,                 1.6164,                0.93192,                0.84324,                0.98712,                0.79052,                0.83818,                 1.0459,                 1.5732,             0.00075448,             0.00075448,             0.00075448
                    250,                0.96086,                0.93961,                 1.5949,                0.84862,                0.90947,                0.98862,                0.77335,                0.89371,                  1.003,                 1.6087,             0.00075349,             0.00075349,             0.00075349
                    251,                 1.0946,                 1.0678,                 1.6914,                0.95488,                0.98171,                  0.995,                0.81232,                0.80201,                0.81373,                 1.5172,              0.0007525,              0.0007525,              0.0007525
                    252,                 1.0004,                  1.078,                 1.5917,                0.98593,                 0.9914,                  0.995,                0.83854,                0.72561,                0.67121,                  1.428,             0.00075151,             0.00075151,             0.00075151
                    253,                 1.0845,                 1.2217,                 1.7585,                0.97548,                0.99442,                  0.995,                0.84012,                0.74277,                0.64839,                 1.4265,             0.00075052,             0.00075052,             0.00075052
                    254,                  1.032,                 1.0653,                 1.6471,                 0.9636,                0.98614,                  0.995,                0.84547,                0.72704,                0.64007,                 1.4128,             0.00074953,             0.00074953,             0.00074953
                    255,                0.99159,                 1.1816,                 1.5299,                0.97976,                0.98335,                  0.995,                 0.8505,                0.67986,                0.61566,                 1.4036,             0.00074854,             0.00074854,             0.00074854
                    256,                 1.0698,                 1.0793,                 1.6352,                0.97942,                0.99556,                  0.995,                0.81925,                0.74993,                0.67678,                 1.4664,             0.00074755,             0.00074755,             0.00074755
                    257,                 1.0662,                 1.1182,                 1.6714,                0.98126,                      1,                  0.995,                0.82868,                0.72862,                0.71576,                 1.4433,             0.00074656,             0.00074656,             0.00074656
                    258,                 0.9082,                 1.0277,                  1.541,                0.98517,                0.99616,                  0.995,                0.84184,                0.67563,                0.71753,                  1.386,             0.00074557,             0.00074557,             0.00074557
                    259,                 1.0195,                 1.1049,                 1.5929,                0.99021,                      1,                  0.995,                0.84009,                0.67662,                0.68134,                   1.39,             0.00074458,             0.00074458,             0.00074458
                    260,                 1.1215,                 1.1473,                 1.6963,                0.91858,                      1,                  0.995,                0.85656,                0.63642,                0.67141,                 1.3768,             0.00074359,             0.00074359,             0.00074359
                    261,                  1.128,                 1.1938,                 1.7308,                0.94513,                0.93904,                  0.995,                0.83984,                0.67261,                0.69783,                 1.4081,              0.0007426,              0.0007426,              0.0007426
                    262,                0.95261,                0.97634,                 1.5243,                0.94157,                0.99901,                  0.995,                0.82603,                0.74597,                0.66978,                 1.4727,             0.00074161,             0.00074161,             0.00074161
                    263,                 1.0505,                 1.0457,                 1.6119,                0.98402,                      1,                  0.995,                0.81816,                0.81985,                0.62578,                 1.5468,             0.00074062,             0.00074062,             0.00074062
                    264,                 1.0275,                  1.074,                 1.6559,                0.90865,                      1,                  0.995,                0.77133,                0.89124,                0.71324,                 1.6147,             0.00073963,             0.00073963,             0.00073963
                    265,                  1.116,                 1.1227,                 1.6778,                 0.8093,                0.88388,                0.94604,                0.76026,                 0.8097,                 1.2447,                 1.5161,             0.00073864,             0.00073864,             0.00073864
                    266,                 0.9992,                 1.0835,                 1.6336,                0.86513,                0.87638,                0.95442,                0.78712,                0.73521,                 1.2716,                 1.4475,             0.00073765,             0.00073765,             0.00073765
                    267,                 1.0693,                 1.1349,                 1.6775,                0.95812,                0.99512,                  0.995,                0.85551,                0.68265,                0.80421,                 1.3905,             0.00073666,             0.00073666,             0.00073666
                    268,                 1.0235,                 1.0417,                 1.5414,                0.93855,                      1,                  0.995,                0.86092,                0.67432,                0.70379,                 1.3923,             0.00073567,             0.00073567,             0.00073567
                    269,                  1.013,                 1.1003,                 1.6375,                0.92191,                0.99221,                  0.995,                0.82199,                0.75577,                 0.7704,                 1.4632,             0.00073468,             0.00073468,             0.00073468
                    270,                0.99236,                0.98097,                 1.5871,                0.94058,                0.98571,                  0.995,                0.82717,                0.81233,                0.84336,                 1.5111,             0.00073369,             0.00073369,             0.00073369
                    271,                 1.0679,                 1.0721,                 1.6457,                0.83953,                0.91949,                0.99024,                0.78985,                0.86123,                  1.305,                 1.5855,              0.0007327,              0.0007327,              0.0007327
                    272,                 1.0838,                 1.0742,                 1.6429,                0.69032,                0.89869,                0.96186,                0.76909,                0.90702,                 1.7511,                  1.648,             0.00073171,             0.00073171,             0.00073171
                    273,                0.94535,                0.96549,                 1.5428,                0.89323,                0.73511,                0.97414,                0.76633,                0.95048,                 1.4155,                  1.684,             0.00073072,             0.00073072,             0.00073072
                    274,                0.94801,                0.97004,                 1.5347,                0.96318,                0.98136,                  0.995,                0.76256,                0.99358,                0.95556,                 1.7022,             0.00072973,             0.00072973,             0.00072973
                    275,                 1.0687,                 1.0743,                 1.6563,                0.94915,                 0.9934,                  0.995,                0.78153,                0.90949,                0.84841,                  1.615,             0.00072874,             0.00072874,             0.00072874
                    276,                 1.0888,                 1.0197,                  1.688,                0.84219,                0.93843,                0.91763,                0.74554,                0.79349,                0.97907,                 1.5176,             0.00072775,             0.00072775,             0.00072775
                    277,                0.97465,                0.94632,                 1.5951,                0.86324,                0.95019,                  0.995,                 0.8077,                0.87043,                0.81958,                 1.5216,             0.00072676,             0.00072676,             0.00072676
