                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    486,                0.70483,                0.60042,                 1.2926,                0.99021,                      1,                  0.995,                0.88037,                0.57969,                0.43674,                 1.2015,             0.00051985,             0.00051985,             0.00051985
                    487,                0.79634,                0.71057,                 1.3646,                0.99127,                      1,                  0.995,                 0.8837,                0.56527,                0.43559,                 1.1925,             0.00051886,             0.00051886,             0.00051886
                    488,                0.74359,                0.60952,                 1.3337,                0.99137,                      1,                  0.995,                0.89609,                0.52762,                 0.4196,                 1.1643,             0.00051787,             0.00051787,             0.00051787
                    489,                0.76263,                0.66901,                 1.3213,                0.99122,                      1,                  0.995,                0.90047,                0.50081,                0.40878,                 1.1459,             0.00051688,             0.00051688,             0.00051688
                    490,                 0.7242,                0.67041,                 1.3224,                0.99011,                      1,                  0.995,                0.91021,                0.49674,                0.40712,                 1.1478,             0.00051589,             0.00051589,             0.00051589
                    491,                0.72245,                0.65638,                 1.2997,                0.99252,                      1,                  0.995,                0.90571,                0.52128,                0.41538,                 1.1698,              0.0005149,              0.0005149,              0.0005149
                    492,                 0.7927,                0.74147,                 1.3461,                0.99231,                      1,                  0.995,                0.89958,                0.52091,                0.42353,                 1.1716,             0.00051391,             0.00051391,             0.00051391
                    493,                0.75431,                0.66739,                 1.3388,                0.99159,                      1,                  0.995,                0.90767,                0.48147,                0.40906,                 1.1468,             0.00051292,             0.00051292,             0.00051292
                    494,                0.71932,                0.64211,                 1.3161,                0.99174,                      1,                  0.995,                0.90486,                0.48806,                0.42196,                 1.1481,             0.00051193,             0.00051193,             0.00051193
                    495,                0.73031,                 0.6395,                 1.3155,                0.99256,                      1,                  0.995,                0.89895,                 0.5106,                0.43404,                 1.1642,             0.00051094,             0.00051094,             0.00051094
                    496,                0.75928,                0.65019,                 1.3474,                0.99303,                      1,                  0.995,                0.90367,                0.50617,                0.41542,                 1.1633,             0.00050995,             0.00050995,             0.00050995
                    497,                0.72169,                0.66734,                 1.2861,                0.99217,                      1,                  0.995,                0.90171,                0.50029,                0.41102,                 1.1598,             0.00050896,             0.00050896,             0.00050896
                    498,                0.73976,                0.63303,                 1.3455,                 0.9916,                      1,                  0.995,                0.90585,                0.48994,                0.40703,                 1.1485,             0.00050797,             0.00050797,             0.00050797
                    499,                 0.7305,                0.63546,                 1.3156,                0.98412,                      1,                  0.995,                0.90712,                0.49666,                0.40826,                 1.1546,             0.00050698,             0.00050698,             0.00050698
                    500,                0.75947,                0.67664,                 1.3913,                0.96791,                0.99677,                  0.995,                0.90533,                0.50747,                0.42873,                 1.1697,             0.00050599,             0.00050599,             0.00050599
                    501,                0.88829,                0.74186,                 1.3955,                0.95074,                0.99537,                  0.995,                0.89158,                0.52255,                0.45191,                 1.1824,               0.000505,               0.000505,               0.000505
                    502,                0.74888,                0.64079,                 1.2601,                 0.9575,                0.99575,                  0.995,                0.91355,                0.49385,                0.44018,                 1.1599,             0.00050401,             0.00050401,             0.00050401
                    503,                0.77494,                0.65702,                 1.2987,                0.98229,                      1,                  0.995,                0.90956,                0.49232,                0.41431,                 1.1517,             0.00050302,             0.00050302,             0.00050302
                    504,                0.80688,                0.70726,                 1.3473,                0.98956,                      1,                  0.995,                0.90458,                0.49239,                0.40202,                 1.1509,             0.00050203,             0.00050203,             0.00050203
                    505,                 0.7605,                0.68369,                 1.3179,                0.98793,                      1,                  0.995,                0.91268,                0.47904,                0.40825,                 1.1509,             0.00050104,             0.00050104,             0.00050104
                    506,                 0.7658,                0.66866,                 1.2948,                0.98928,                      1,                  0.995,                0.90919,                0.49097,                0.41565,                 1.1747,             0.00050005,             0.00050005,             0.00050005
                    507,                0.72061,                0.66579,                 1.3037,                0.98692,                      1,                  0.995,                0.90742,                0.50943,                0.41757,                 1.1958,             0.00049906,             0.00049906,             0.00049906
                    508,                0.81419,                0.69012,                 1.4018,                0.98503,                      1,                  0.995,                0.89603,                0.49838,                0.40853,                 1.1804,             0.00049807,             0.00049807,             0.00049807
                    509,                0.71053,                0.59604,                 1.3164,                0.98533,                      1,                  0.995,                0.90728,                0.47917,                0.39793,                 1.1514,             0.00049708,             0.00049708,             0.00049708
                    510,                0.68569,                0.63039,                 1.2353,                  0.988,                      1,                  0.995,                0.91497,                0.47863,                0.40067,                 1.1358,             0.00049609,             0.00049609,             0.00049609
                    511,                0.69531,                0.59905,                 1.3151,                0.98949,                      1,                  0.995,                0.91751,                0.47782,                0.39936,                 1.1299,              0.0004951,              0.0004951,              0.0004951
                    512,                0.73702,                0.59459,                 1.2839,                0.98903,                      1,                  0.995,                0.89408,                0.50467,                0.41346,                 1.1481,             0.00049411,             0.00049411,             0.00049411
                    513,                 0.6849,                0.62684,                 1.2723,                0.98185,                      1,                  0.995,                0.87507,                0.54664,                0.49371,                 1.1903,             0.00049312,             0.00049312,             0.00049312
                    514,                0.70297,                0.66139,                 1.3005,                0.97751,                0.99247,                  0.995,                 0.8754,                 0.5595,                0.58409,                 1.2117,             0.00049213,             0.00049213,             0.00049213
                    515,                0.74385,                0.70773,                 1.3289,                 0.9871,                   0.99,                  0.995,                0.88311,                0.53713,                0.50563,                 1.1916,             0.00049114,             0.00049114,             0.00049114
                    516,                  0.774,                 0.6901,                 1.3393,                0.99022,                0.99912,                  0.995,                0.87455,                0.56106,                0.44858,                 1.2123,             0.00049015,             0.00049015,             0.00049015
                    517,                0.71261,                0.59629,                 1.3084,                0.99119,                      1,                  0.995,                0.86942,                0.58856,                0.44414,                 1.2414,             0.00048916,             0.00048916,             0.00048916
                    518,                0.77904,                0.66941,                 1.3627,                0.99279,                      1,                  0.995,                0.88861,                0.52299,                0.41241,                 1.1752,             0.00048817,             0.00048817,             0.00048817
                    519,                0.78552,                0.69252,                 1.3653,                0.99246,                      1,                  0.995,                 0.9171,                 0.4341,                0.37858,                 1.0987,             0.00048718,             0.00048718,             0.00048718
                    520,                0.69578,                0.61764,                 1.2507,                0.99125,                      1,                  0.995,                0.90821,                0.46882,                0.39107,                 1.1355,             0.00048619,             0.00048619,             0.00048619
                    521,                0.70878,                0.62802,                  1.272,                0.99153,                      1,                  0.995,                0.89696,                0.53985,                0.40021,                 1.1956,              0.0004852,              0.0004852,              0.0004852
                    522,                0.75929,                 0.6412,                 1.3266,                0.98862,                      1,                  0.995,                0.88597,                0.55271,                0.42165,                 1.2003,             0.00048421,             0.00048421,             0.00048421
                    523,                 0.7682,                 0.6242,                  1.372,                0.98654,                      1,                  0.995,                0.88818,                0.53952,                 0.4413,                 1.1742,             0.00048322,             0.00048322,             0.00048322
                    524,                 0.7754,                0.65045,                 1.3465,                0.98705,                      1,                  0.995,                0.88708,                0.51492,                 0.4476,                 1.1423,             0.00048223,             0.00048223,             0.00048223
                    525,                0.77458,                0.64899,                 1.3276,                0.99022,                      1,                  0.995,                0.90932,                0.47712,                0.40334,                  1.115,             0.00048124,             0.00048124,             0.00048124
                    526,                0.69808,                0.59149,                 1.2414,                0.99272,                      1,                  0.995,                0.92503,                0.44575,                0.38823,                 1.1022,             0.00048025,             0.00048025,             0.00048025
                    527,                0.71679,                0.65939,                 1.2847,                 0.9937,                      1,                  0.995,                0.91118,                0.47185,                0.39929,                 1.1366,             0.00047926,             0.00047926,             0.00047926
                    528,                0.69887,                0.62546,                  1.329,                0.99243,                      1,                  0.995,                0.90256,                0.51092,                0.42721,                 1.1744,             0.00047827,             0.00047827,             0.00047827
                    529,                0.75191,                0.65452,                 1.3332,                0.99059,                      1,                  0.995,                0.90621,                0.50573,                0.43134,                 1.1715,             0.00047728,             0.00047728,             0.00047728
                    530,                0.62047,                0.60745,                 1.1946,                0.98992,                      1,                  0.995,                0.90343,                0.47911,                 0.4168,                 1.1508,             0.00047629,             0.00047629,             0.00047629
                    531,                  0.825,                0.70131,                 1.3488,                0.98793,                      1,                  0.995,                 0.8894,                0.52185,                0.47572,                 1.1832,              0.0004753,              0.0004753,              0.0004753
                    532,                0.70124,                0.61282,                 1.2785,                0.97242,                      1,                  0.995,                0.85451,                0.58362,                 0.8642,                  1.256,             0.00047431,             0.00047431,             0.00047431
                    533,                0.67514,                0.58645,                 1.2389,                0.96907,                0.96102,                0.99197,                0.82629,                 0.6464,                 1.1532,                 1.3267,             0.00047332,             0.00047332,             0.00047332
                    534,                0.63287,                0.57046,                 1.1888,                0.95429,                0.95736,                0.99056,                0.83202,                0.65165,                 1.1996,                  1.325,             0.00047233,             0.00047233,             0.00047233
                    535,                 0.7341,                0.64592,                 1.3238,                0.96243,                0.98957,                  0.995,                0.86197,                0.61042,                 1.0005,                 1.2689,             0.00047134,             0.00047134,             0.00047134
                    536,                0.78178,                0.71831,                 1.3684,                0.98938,                      1,                  0.995,                0.90484,                0.50335,                0.41831,                 1.1415,             0.00047035,             0.00047035,             0.00047035
                    537,                0.70308,                0.63519,                 1.2643,                0.99082,                      1,                  0.995,                0.92159,                0.45234,                0.37322,                 1.0942,             0.00046936,             0.00046936,             0.00046936
                    538,                0.68861,                0.60091,                 1.2375,                 0.9918,                      1,                  0.995,                0.92133,                0.42809,                 0.3688,                  1.086,             0.00046837,             0.00046837,             0.00046837
                    539,                0.71835,                 0.6195,                 1.3478,                0.99192,                      1,                  0.995,                 0.9166,                0.43349,                0.38111,                 1.0944,             0.00046738,             0.00046738,             0.00046738
                    540,                0.69611,                0.56085,                 1.2797,                0.99146,                      1,                  0.995,                0.91195,                0.45221,                0.38777,                  1.108,             0.00046639,             0.00046639,             0.00046639
                    541,                0.68276,                0.56778,                 1.2821,                0.99125,                      1,                  0.995,                0.91719,                0.44579,                 0.3914,                 1.1033,              0.0004654,              0.0004654,              0.0004654
                    542,                0.69761,                0.64196,                 1.2745,                0.99194,                      1,                  0.995,                0.91973,                 0.4257,                0.38263,                 1.0867,             0.00046441,             0.00046441,             0.00046441
                    543,                0.67746,                0.62543,                 1.2582,                0.99233,                      1,                  0.995,                0.92955,                0.40763,                0.37359,                 1.0724,             0.00046342,             0.00046342,             0.00046342
                    544,                0.68163,                0.61954,                 1.2806,                 0.9932,                      1,                  0.995,                0.92825,                0.41331,                0.36596,                 1.0776,             0.00046243,             0.00046243,             0.00046243
                    545,                0.73005,                0.65354,                 1.2963,                0.99372,                      1,                  0.995,                0.92447,                0.42748,                0.36569,                 1.0882,             0.00046144,             0.00046144,             0.00046144
                    546,                  0.713,                0.62012,                 1.3184,                0.99314,                      1,                  0.995,                0.91499,                0.44395,                0.36499,                 1.1004,             0.00046045,             0.00046045,             0.00046045
                    547,                0.62804,                 0.5713,                 1.2186,                0.99145,                      1,                  0.995,                0.90668,                0.47091,                0.37822,                 1.1172,             0.00045946,             0.00045946,             0.00045946
                    548,                0.70778,                0.62228,                 1.3231,                0.98996,                      1,                  0.995,                0.89816,                0.48498,                0.38732,                 1.1293,             0.00045847,             0.00045847,             0.00045847
                    549,                0.72037,                0.63636,                 1.3256,                0.98842,                      1,                  0.995,                0.89957,                0.49877,                0.38923,                 1.1427,             0.00045748,             0.00045748,             0.00045748
                    550,                0.69289,                0.53953,                 1.2791,                0.98904,                      1,                  0.995,                0.89616,                0.49865,                0.37986,                 1.1377,             0.00045649,             0.00045649,             0.00045649
                    551,                0.73121,                0.60941,                  1.339,                 0.9914,                      1,                  0.995,                0.91604,                0.48295,                 0.3759,                 1.1143,              0.0004555,              0.0004555,              0.0004555
                    552,                0.70126,                0.59909,                 1.3189,                0.99215,                      1,                  0.995,                0.92415,                0.46684,                0.37665,                 1.0975,             0.00045451,             0.00045451,             0.00045451
                    553,                0.70444,                0.62797,                 1.2836,                0.99182,                      1,                  0.995,                0.91797,                0.44703,                 0.3749,                 1.0829,             0.00045352,             0.00045352,             0.00045352
                    554,                0.63439,                0.56277,                 1.2087,                0.99102,                      1,                  0.995,                0.91581,                0.43926,                 0.3632,                 1.0891,             0.00045253,             0.00045253,             0.00045253
                    555,                0.61069,                0.55846,                 1.2243,                0.99036,                      1,                  0.995,                 0.9191,                0.45695,                0.36126,                 1.1147,             0.00045154,             0.00045154,             0.00045154
                    556,                0.69413,                0.54982,                   1.33,                0.99154,                      1,                  0.995,                0.90795,                0.46862,                0.37588,                 1.1316,             0.00045055,             0.00045055,             0.00045055
                    557,                0.67769,                0.58198,                 1.2786,                0.98535,                 0.9938,                  0.995,                0.86888,                0.55675,                0.51469,                  1.231,             0.00044956,             0.00044956,             0.00044956
                    558,                0.67244,                0.61965,                 1.2589,                0.97631,                0.99193,                  0.995,                0.81385,                 0.6927,                0.70525,                 1.3815,             0.00044857,             0.00044857,             0.00044857
                    559,                0.72101,                0.59061,                 1.3187,                0.98499,                0.99922,                  0.995,                0.82962,                0.65988,                 0.6172,                 1.3517,             0.00044758,             0.00044758,             0.00044758
                    560,                0.64438,                   0.56,                 1.2103,                0.98813,                      1,                  0.995,                0.85571,                0.58059,                0.49224,                 1.2585,             0.00044659,             0.00044659,             0.00044659
                    561,                 0.7476,                0.55379,                 1.2793,                  0.989,                      1,                  0.995,                0.88105,                 0.5281,                0.43131,                 1.2002,              0.0004456,              0.0004456,              0.0004456
                    562,                 0.7157,                0.62553,                 1.3015,                0.99063,                      1,                  0.995,                0.88194,                0.52832,                0.41368,                 1.1837,             0.00044461,             0.00044461,             0.00044461
                    563,                0.65652,                0.51532,                 1.2216,                  0.993,                      1,                  0.995,                0.90388,                0.51941,                 0.3774,                 1.1556,             0.00044362,             0.00044362,             0.00044362
                    564,                 0.7035,                0.57494,                 1.2734,                0.99242,                      1,                  0.995,                0.90108,                0.51274,                0.35972,                 1.1386,             0.00044263,             0.00044263,             0.00044263
                    565,                  0.687,                0.57303,                 1.2538,                0.99083,                      1,                  0.995,                0.91225,                0.49414,                0.35991,                 1.1195,             0.00044164,             0.00044164,             0.00044164
                    566,                0.68162,                0.61902,                 1.2706,                0.99019,                      1,                  0.995,                0.91399,                0.47415,                0.36145,                 1.1066,             0.00044065,             0.00044065,             0.00044065
                    567,                 0.7059,                0.57761,                 1.3057,                0.98996,                      1,                  0.995,                0.91728,                0.45977,                0.35946,                 1.1037,             0.00043966,             0.00043966,             0.00043966
                    568,                0.72043,                0.66898,                 1.3238,                0.99124,                      1,                  0.995,                0.91605,                0.44148,                0.35075,                 1.0964,             0.00043867,             0.00043867,             0.00043867
                    569,                0.69012,                0.57429,                 1.2439,                0.99237,                      1,                  0.995,                0.92299,                0.43153,                0.34879,                 1.0932,             0.00043768,             0.00043768,             0.00043768
                    570,                0.70002,                0.56439,                 1.2578,                0.99193,                      1,                  0.995,                0.92082,                0.46132,                0.36211,                 1.1037,             0.00043669,             0.00043669,             0.00043669
                    571,                0.68957,                0.57617,                 1.2489,                0.98959,                      1,                  0.995,                0.91319,                 0.4903,                0.36475,                 1.1259,              0.0004357,              0.0004357,              0.0004357
                    572,                0.68226,                 0.5584,                 1.2548,                0.98662,                      1,                  0.995,                0.92437,                0.47428,                0.36285,                 1.1168,             0.00043471,             0.00043471,             0.00043471
                    573,                0.64656,                0.60944,                 1.2202,                0.98702,                      1,                  0.995,                0.93753,                0.44189,                0.36007,                 1.0932,             0.00043372,             0.00043372,             0.00043372
                    574,                0.65216,                 0.6056,                 1.2646,                0.98942,                      1,                  0.995,                0.92842,                 0.4239,                0.36126,                 1.0802,             0.00043273,             0.00043273,             0.00043273
                    575,                0.65181,                0.59185,                   1.24,                0.99137,                      1,                  0.995,                 0.9357,                 0.4205,                0.36421,                 1.0764,             0.00043174,             0.00043174,             0.00043174
                    576,                0.64139,                0.56422,                 1.2419,                0.99153,                      1,                  0.995,                0.93863,                0.41642,                0.35819,                 1.0721,             0.00043075,             0.00043075,             0.00043075
                    577,                  0.637,                0.56302,                 1.2298,                0.98992,                      1,                  0.995,                0.93866,                 0.4124,                0.34883,                 1.0647,             0.00042976,             0.00042976,             0.00042976
                    578,                0.67916,                0.55385,                 1.2466,                0.98856,                      1,                  0.995,                 0.9301,                0.42604,                0.35194,                 1.0676,             0.00042877,             0.00042877,             0.00042877
                    579,                0.71489,                0.62663,                  1.281,                0.98764,                      1,                  0.995,                0.91626,                0.44417,                0.35978,                 1.0792,             0.00042778,             0.00042778,             0.00042778
                    580,                0.71243,                0.64609,                 1.3221,                0.98732,                      1,                  0.995,                0.90395,                0.44923,                0.36378,                 1.0816,             0.00042679,             0.00042679,             0.00042679
                    581,                 0.7516,                0.65334,                 1.3105,                0.98753,                      1,                  0.995,                0.90876,                0.44166,                0.36402,                 1.0771,              0.0004258,              0.0004258,              0.0004258
                    582,                0.60476,                0.54123,                 1.2026,                0.98748,                      1,                  0.995,                0.92627,                 0.4224,                0.35639,                 1.0655,             0.00042481,             0.00042481,             0.00042481
                    583,                0.67171,                 0.6002,                 1.2811,                 0.9897,                      1,                  0.995,                0.92902,                0.42004,                 0.3433,                 1.0636,             0.00042382,             0.00042382,             0.00042382
                    584,                0.66064,                0.57811,                 1.2273,                0.99102,                      1,                  0.995,                0.92342,                0.43271,                0.34742,                 1.0725,             0.00042283,             0.00042283,             0.00042283
                    585,                0.73406,                0.67248,                 1.3263,                0.99219,                      1,                  0.995,                0.91554,                0.43825,                0.34756,                 1.0783,             0.00042184,             0.00042184,             0.00042184
                    586,                0.64547,                0.59204,                 1.2731,                0.99178,                      1,                  0.995,                0.90556,                0.46482,                  0.361,                 1.1053,             0.00042085,             0.00042085,             0.00042085
                    587,                0.63439,                0.55506,                 1.2822,                0.98943,                      1,                  0.995,                0.88721,                0.51879,                0.38128,                 1.1595,             0.00041986,             0.00041986,             0.00041986
                    588,                0.75316,                0.61657,                 1.2455,                0.98616,                      1,                  0.995,                0.88531,                0.54276,                0.38607,                 1.1887,             0.00041887,             0.00041887,             0.00041887
                    589,                0.63795,                0.55309,                 1.2064,                0.98273,                      1,                  0.995,                0.90505,                0.51375,                0.37549,                  1.162,             0.00041788,             0.00041788,             0.00041788
                    590,                0.71539,                0.63964,                 1.3562,                0.97844,                      1,                  0.995,                0.91028,                0.48721,                0.36845,                 1.1325,             0.00041689,             0.00041689,             0.00041689
                    591,                0.68309,                0.60577,                 1.3037,                0.97398,                      1,                  0.995,                0.89667,                0.48006,                0.37814,                 1.1123,              0.0004159,              0.0004159,              0.0004159
                    592,                0.76774,                0.65776,                 1.3076,                0.97227,                      1,                  0.995,                0.89872,                 0.4808,                0.39575,                 1.1083,             0.00041491,             0.00041491,             0.00041491
                    593,                0.73843,                 0.6557,                  1.301,                0.97308,                      1,                  0.995,                 0.9011,                0.45046,                0.38897,                 1.0906,             0.00041392,             0.00041392,             0.00041392
                    594,                0.67874,                0.59157,                 1.2031,                0.98082,                      1,                  0.995,                0.91933,                0.41928,                0.37149,                 1.0728,             0.00041293,             0.00041293,             0.00041293
                    595,                0.69975,                0.56619,                 1.2848,                0.98651,                      1,                  0.995,                0.92449,                0.41674,                0.35981,                 1.0724,             0.00041194,             0.00041194,             0.00041194
                    596,                0.68844,                 0.5739,                 1.2648,                0.99133,                      1,                  0.995,                0.92348,                0.40878,                0.35061,                 1.0654,             0.00041095,             0.00041095,             0.00041095
                    597,                0.62911,                0.55371,                 1.2429,                0.99235,                      1,                  0.995,                0.93493,                0.40288,                0.34352,                 1.0629,             0.00040996,             0.00040996,             0.00040996
                    598,                0.73169,                0.68897,                 1.3218,                0.99108,                      1,                  0.995,                0.92525,                0.43522,                0.34088,                 1.0788,             0.00040897,             0.00040897,             0.00040897
                    599,                0.63039,                0.52345,                 1.2166,                0.98858,                      1,                  0.995,                0.91768,                0.44891,                0.34457,                 1.0884,             0.00040798,             0.00040798,             0.00040798
                    600,                0.71202,                0.61052,                 1.2524,                 0.9869,                      1,                  0.995,                0.91412,                0.45767,                 0.3539,                 1.0972,             0.00040699,             0.00040699,             0.00040699
                    601,                0.70824,                0.65191,                  1.282,                 0.9868,                      1,                  0.995,                0.90423,                0.48128,                0.36646,                 1.1196,               0.000406,               0.000406,               0.000406
                    602,                0.69105,                0.54006,                 1.2803,                0.98889,                      1,                  0.995,                0.90857,                0.48158,                0.36602,                 1.1235,             0.00040501,             0.00040501,             0.00040501
                    603,                0.64481,                 0.5665,                 1.2818,                0.99155,                      1,                  0.995,                0.90676,                0.48025,                0.35926,                 1.1113,             0.00040402,             0.00040402,             0.00040402
                    604,                0.71434,                0.61242,                 1.2754,                 0.9892,                      1,                  0.995,                0.90593,                0.49668,                  0.359,                 1.1156,             0.00040303,             0.00040303,             0.00040303
                    605,                0.67157,                0.53122,                 1.2215,                0.98782,                      1,                  0.995,                0.90699,                0.48914,                 0.3548,                 1.1108,             0.00040204,             0.00040204,             0.00040204
                    606,                0.70358,                0.60709,                 1.3034,                0.98664,                      1,                  0.995,                  0.926,                0.43167,                0.34463,                 1.0724,             0.00040105,             0.00040105,             0.00040105
                    607,                0.61188,                0.50497,                 1.1882,                0.98755,                      1,                  0.995,                0.92613,                0.43616,                0.35269,                 1.0773,             0.00040006,             0.00040006,             0.00040006
                    608,                0.66824,                0.56329,                 1.2559,                0.99034,                      1,                  0.995,                0.91351,                0.49204,                0.36874,                 1.1193,             0.00039907,             0.00039907,             0.00039907
                    609,                0.66806,                0.57339,                 1.2616,                0.99203,                      1,                  0.995,                0.90717,                0.50262,                0.37149,                 1.1269,             0.00039808,             0.00039808,             0.00039808
                    610,                0.67032,                 0.5918,                  1.287,                0.99131,                      1,                  0.995,                0.91721,                0.44132,                0.35888,                 1.0811,             0.00039709,             0.00039709,             0.00039709
                    611,                0.66831,                0.56818,                 1.2693,                0.99176,                      1,                  0.995,                0.90757,                0.47144,                0.35787,                 1.1027,              0.0003961,              0.0003961,              0.0003961
                    612,                0.63035,                0.53366,                 1.2144,                0.97875,                      1,                  0.995,                0.84988,                0.62533,                0.64591,                 1.2871,             0.00039511,             0.00039511,             0.00039511
                    613,                0.68939,                0.56824,                 1.2716,                0.98086,                0.97214,                  0.995,                0.82786,                0.66851,                0.83116,                 1.3706,             0.00039412,             0.00039412,             0.00039412
                    614,                0.67335,                0.58088,                 1.2361,                0.97836,                0.99282,                  0.995,                0.86524,                0.59456,                0.71057,                 1.2572,             0.00039313,             0.00039313,             0.00039313
                    615,                0.67395,                0.53882,                 1.2144,                0.98283,                      1,                  0.995,                0.89913,                0.50853,                0.51012,                 1.1409,             0.00039214,             0.00039214,             0.00039214
                    616,                0.64206,                0.56452,                 1.2482,                0.99142,                      1,                  0.995,                0.92295,                0.45001,                0.34666,                 1.0823,             0.00039115,             0.00039115,             0.00039115
                    617,                0.71607,                 0.6465,                 1.3111,                0.99172,                      1,                  0.995,                0.92714,                0.41369,                0.33122,                 1.0473,             0.00039016,             0.00039016,             0.00039016
                    618,                0.69906,                0.61608,                  1.255,                0.99227,                      1,                  0.995,                0.92328,                0.42149,                 0.3322,                 1.0483,             0.00038917,             0.00038917,             0.00038917
                    619,                0.60218,                0.49272,                  1.182,                0.99215,                      1,                  0.995,                0.92663,                0.41288,                0.33137,                 1.0464,             0.00038818,             0.00038818,             0.00038818
